,kVp_kV,InherentFiltration_mmAl,AddedFiltration_mmCu,AddedFiltration_mmAl,AddedFiltration_mmAir,DeviceModel,AcquisitionPlane,AnodeAngle_deg,HVL_mmAl,LabName,MeasurementDate
233,54.0,4.4,0.1,0,795,Allura Clarity,Plane A,11,3.397457551448221,U104,20180412
234,54.0,4.4,0.4,0,795,Allura Clarity,Plane A,11,4.730242884905117,U104,20180412
235,54.0,4.4,0.9,0,795,Allura Clarity,Plane A,11,5.70077767824087,U104,20180412
236,54.0,4.4,0.0,1,795,Allura Clarity,Plane A,11,2.841336567085568,U104,20180412
237,54.0,4.4,0.1,1,795,Allura Clarity,Plane A,11,3.5779472615273002,U104,20180412
238,54.0,4.4,0.4,1,795,Allura Clarity,Plane A,11,4.808483686874066,U104,20180412
239,54.0,4.4,0.9,1,795,Allura Clarity,Plane A,11,5.734875758375351,U104,20180412
240,55.0,4.4,0.0,0,795,Allura Clarity,Plane A,11,2.6153232530766757,U104,20180412
241,55.0,4.4,0.1,0,795,Allura Clarity,Plane A,11,3.4664745193595934,U104,20180412
242,55.0,4.4,0.4,0,795,Allura Clarity,Plane A,11,4.83656856993508,U104,20180412
243,55.0,4.4,0.9,0,795,Allura Clarity,Plane A,11,5.8372513731415046,U104,20180412
244,55.0,4.4,0.0,1,795,Allura Clarity,Plane A,11,2.89581038826362,U104,20180412
245,55.0,4.4,0.1,1,795,Allura Clarity,Plane A,11,3.6515615061796,U104,20180412
246,55.0,4.4,0.4,1,795,Allura Clarity,Plane A,11,4.917052242359469,U104,20180412
247,55.0,4.4,0.9,1,795,Allura Clarity,Plane A,11,5.872439506618939,U104,20180412
248,56.0,4.4,0.0,0,795,Allura Clarity,Plane A,11,2.663011752175565,U104,20180412
249,56.0,4.4,0.1,0,795,Allura Clarity,Plane A,11,3.534761975287426,U104,20180412
250,56.0,4.4,0.4,0,795,Allura Clarity,Plane A,11,4.9415491612623725,U104,20180412
251,56.0,4.4,0.9,0,795,Allura Clarity,Plane A,11,5.971874009643722,U104,20180412
252,56.0,4.4,0.0,1,795,Allura Clarity,Plane A,11,2.949767449950065,U104,20180412
253,56.0,4.4,0.1,1,795,Allura Clarity,Plane A,11,3.724371078544177,U104,20180412
254,56.0,4.4,0.4,1,795,Allura Clarity,Plane A,11,5.024238192837585,U104,20180412
255,56.0,4.4,0.9,1,795,Allura Clarity,Plane A,11,6.008136883155481,U104,20180412
256,57.0,4.4,0.0,0,795,Allura Clarity,Plane A,11,2.710289846030786,U104,20180412
257,57.0,4.4,0.1,0,795,Allura Clarity,Plane A,11,3.6023217371187033,U104,20180412
258,57.0,4.4,0.4,0,795,Allura Clarity,Plane A,11,5.045134939275923,U104,20180412
259,57.0,4.4,0.9,0,795,Allura Clarity,Plane A,11,6.1044570243393,U104,20180412
